image_filename,absolute_time_GMT_seconds,relative_time_seconds,distance_to_centerline_meters,distance_to_centerline_NORMALIZED,downtrack_position_meters,downtrack_position_NORMALIZED,heading_error_degrees,heading_error_NORMALIZED,period_of_day,cloud_type
MWH_Runway04_morning_overcast_1_17.png,59677.855469,4.007812,-1.508963,-0.150896,67.845911,0.022752,-5.549943,-0.184998,0,4
MWH_Runway04_morning_overcast_1_18.png,59678.101562,4.253906,-1.595729,-0.159573,68.978453,0.023132,-4.648637,-0.154955,0,4
MWH_Runway04_morning_overcast_1_19.png,59678.328125,4.480469,-1.666368,-0.166637,70.209116,0.023544,-3.658257,-0.121942,0,4
MWH_Runway04_morning_overcast_1_20.png,59678.542969,4.695312,-1.712305,-0.171231,71.257969,0.023896,-2.806615,-0.093554,0,4
MWH_Runway04_morning_overcast_1_21.png,59678.796875,4.949219,-1.748670,-0.174867,72.594966,0.024344,-1.712136,-0.057071,0,4
MWH_Runway04_morning_overcast_1_22.png,59679.050781,5.203125,-1.759028,-0.175903,73.775132,0.024740,-0.744942,-0.024831,0,4
MWH_Runway04_morning_overcast_1_23.png,59679.308594,5.460938,-1.749449,-0.174945,74.974414,0.025142,0.242068,0.008069,0,4
MWH_Runway04_morning_overcast_1_24.png,59679.519531,5.671875,-1.717655,-0.171765,76.189639,0.025550,1.244353,0.041478,0,4
MWH_Runway04_morning_overcast_1_25.png,59679.753906,5.906250,-1.666669,-0.166667,77.351324,0.025939,2.202384,0.073413,0,4
MWH_Runway04_morning_overcast_1_26.png,59680.011719,6.164062,-1.607150,-0.160715,78.454223,0.026309,3.115813,0.103860,0,4
MWH_Runway04_morning_overcast_1_27.png,59680.250000,6.402344,-1.508133,-0.150813,79.763369,0.026748,4.201083,0.140036,0,4
MWH_Runway04_morning_overcast_1_28.png,59680.472656,6.625000,-1.403700,-0.140370,80.884078,0.027124,5.130695,0.171023,0,4
MWH_Runway04_morning_overcast_1_29.png,59680.683594,6.835938,-1.294000,-0.129400,81.883556,0.027459,5.963248,0.198775,0,4
MWH_Runway04_morning_overcast_1_30.png,59680.933594,7.085938,-1.138940,-0.113894,83.107912,0.027870,6.986823,0.232894,0,4
MWH_Runway04_morning_overcast_1_31.png,59681.175781,7.328125,-0.996123,-0.099612,84.121541,0.028210,7.834613,0.261154,0,4
MWH_Runway04_morning_overcast_1_32.png,59681.429688,7.582031,-0.772198,-0.077220,85.517925,0.028678,9.009891,0.300330,0,4
MWH_Runway04_morning_overcast_1_33.png,59681.683594,7.835938,-0.567199,-0.056720,86.645897,0.029056,9.961654,0.332055,0,4
MWH_Runway04_morning_overcast_1_34.png,59681.906250,8.058594,-0.353257,-0.035326,87.734610,0.029421,10.884753,0.362825,0,4
MWH_Runway04_morning_overcast_1_35.png,59682.171875,8.324219,-0.076463,-0.007646,89.043926,0.029860,11.998313,0.399944,0,4
MWH_Runway04_morning_overcast_1_36.png,59682.410156,8.562500,0.183700,0.018370,90.175428,0.030240,12.774631,0.425821,0,4
MWH_Runway04_morning_overcast_1_37.png,59682.640625,8.792969,0.438488,0.043849,91.274223,0.030608,12.961311,0.432044,0,4
MWH_Runway04_morning_overcast_1_38.png,59682.914062,9.066406,0.706548,0.070655,92.428219,0.030995,12.721305,0.424044,0,4
MWH_Runway04_morning_overcast_1_39.png,59683.187500,9.339844,1.015245,0.101525,93.786876,0.031451,12.075858,0.402529,0,4
MWH_Runway04_morning_overcast_1_40.png,59683.421875,9.574219,1.275744,0.127574,94.971507,0.031848,11.320518,0.377351,0,4
MWH_Runway04_morning_overcast_1_41.png,59683.660156,9.812500,1.504340,0.150434,96.106798,0.032229,10.503951,0.350132,0,4
MWH_Runway04_morning_overcast_1_42.png,59683.910156,10.062500,1.711616,0.171162,97.231597,0.032606,9.638976,0.321299,0,4
MWH_Runway04_morning_overcast_1_43.png,59684.136719,10.289062,1.881931,0.188193,98.233707,0.032942,8.840896,0.294697,0,4
MWH_Runway04_morning_overcast_1_44.png,59684.406250,10.558594,2.092752,0.209275,99.601454,0.033401,7.720088,0.257336,0,4
MWH_Runway04_morning_overcast_1_45.png,59684.636719,10.789062,2.249754,0.224975,100.769507,0.033793,6.736545,0.224551,0,4
MWH_Runway04_morning_overcast_1_46.png,59684.867188,11.019531,2.366772,0.236677,101.745388,0.034120,5.907905,0.196930,0,4
MWH_Runway04_morning_overcast_1_47.png,59685.105469,11.257812,2.491646,0.249165,102.964908,0.034529,4.863170,0.162106,0,4
MWH_Runway04_morning_overcast_1_48.png,59685.359375,11.511719,2.602704,0.260270,104.270675,0.034967,3.742625,0.124754,0,4
MWH_Runway04_morning_overcast_1_49.png,59685.597656,11.750000,2.678090,0.267809,105.384962,0.035340,2.787891,0.092930,0,4
MWH_Runway04_morning_overcast_1_50.png,59685.843750,11.996094,2.735851,0.273585,106.664500,0.035769,1.690231,0.056341,0,4
MWH_Runway04_morning_overcast_1_51.png,59686.101562,12.253906,2.768842,0.276884,107.750765,0.036134,0.759193,0.025306,0,4
MWH_Runway04_morning_overcast_1_52.png,59686.339844,12.492188,2.785086,0.278509,108.913962,0.036524,-0.240464,-0.008015,0,4
MWH_Runway04_morning_overcast_1_53.png,59686.585938,12.738281,2.778815,0.277882,110.195626,0.036954,-1.340905,-0.044697,0,4
MWH_Runway04_morning_overcast_1_54.png,59686.835938,12.988281,2.746503,0.274650,111.446582,0.037373,-2.411198,-0.080373,0,4
MWH_Runway04_morning_overcast_1_55.png,59687.082031,13.234375,2.693599,0.269360,112.665932,0.037782,-3.450600,-0.115020,0,4
MWH_Runway04_morning_overcast_1_56.png,59687.339844,13.492188,2.622551,0.262255,113.877067,0.038188,-4.481377,-0.149379,0,4
MWH_Runway04_morning_overcast_1_57.png,59687.566406,13.718750,2.527663,0.252766,115.087922,0.038594,-5.517129,-0.183904,0,4
MWH_Runway04_morning_overcast_1_58.png,59687.804688,13.957031,2.429248,0.242925,116.149600,0.038950,-6.429978,-0.214333,0,4
MWH_Runway04_morning_overcast_1_59.png,59688.039062,14.191406,2.295382,0.229538,117.327673,0.039345,-7.441705,-0.248057,0,4
MWH_Runway04_morning_overcast_1_60.png,59688.269531,14.421875,2.133045,0.213305,118.545416,0.039754,-8.487218,-0.282907,0,4
MWH_Runway04_morning_overcast_1_61.png,59688.539062,14.691406,1.956951,0.195695,119.722032,0.040148,-9.497399,-0.316580,0,4
MWH_Runway04_morning_overcast_1_62.png,59688.785156,14.937500,1.721172,0.172117,121.089008,0.040607,-10.674283,-0.355809,0,4
MWH_Runway04_morning_overcast_1_63.png,59689.023438,15.175781,1.506510,0.150651,122.252370,0.040997,-11.677869,-0.389262,0,4
MWH_Runway04_morning_overcast_1_64.png,59689.269531,15.421875,1.290523,0.129052,123.296983,0.041347,-12.584866,-0.419496,0,4
MWH_Runway04_morning_overcast_1_65.png,59689.503906,15.656250,1.032252,0.103225,124.467512,0.041740,-13.602361,-0.453412,0,4
MWH_Runway04_morning_overcast_1_66.png,59689.769531,15.921875,0.722660,0.072266,125.743050,0.042167,-14.712445,-0.490415,0,4
MWH_Runway04_morning_overcast_1_67.png,59690.015625,16.167969,0.401906,0.040191,126.933647,0.042567,-15.755688,-0.525190,0,4
MWH_Runway04_morning_overcast_1_68.png,59690.253906,16.406250,0.030485,0.003048,128.241741,0.043005,-16.909436,-0.563648,0,4
MWH_Runway04_morning_overcast_1_69.png,59690.507812,16.660156,-0.330537,-0.033054,129.468349,0.043417,-17.720181,-0.590673,0,4
MWH_Runway04_morning_overcast_1_70.png,59690.722656,16.875000,-0.645950,-0.064595,130.504112,0.043764,-17.878171,-0.595939,0,4
MWH_Runway04_morning_overcast_1_71.png,59690.968750,17.121094,-0.996891,-0.099689,131.689874,0.044162,-17.624997,-0.587500,0,4
MWH_Runway04_morning_overcast_1_72.png,59691.238281,17.390625,-1.337993,-0.133799,132.841827,0.044548,-17.100888,-0.570030,0,4
MWH_Runway04_morning_overcast_1_73.png,59691.503906,17.656250,-1.704374,-0.170437,134.129499,0.044980,-16.314587,-0.543820,0,4
MWH_Runway04_morning_overcast_1_74.png,59691.722656,17.875000,-2.031307,-0.203131,135.342105,0.045386,-15.457448,-0.515248,0,4
MWH_Runway04_morning_overcast_1_75.png,59691.980469,18.132812,-2.326112,-0.232611,136.503245,0.045776,-14.575002,-0.485833,0,4
MWH_Runway04_morning_overcast_1_76.png,59692.207031,18.359375,-2.614888,-0.261489,137.709579,0.046180,-13.621526,-0.454051,0,4
MWH_Runway04_morning_overcast_1_77.png,59692.476562,18.628906,-2.879825,-0.287982,138.916195,0.046585,-12.645909,-0.421530,0,4
MWH_Runway04_morning_overcast_1_78.png,59692.703125,18.855469,-3.137425,-0.313743,140.192984,0.047013,-11.596707,-0.386557,0,4
MWH_Runway04_morning_overcast_1_79.png,59692.976562,19.128906,-3.358100,-0.335810,141.404920,0.047419,-10.593930,-0.353131,0,4
MWH_Runway04_morning_overcast_1_80.png,59693.234375,19.386719,-3.594272,-0.359427,142.846139,0.047903,-9.395016,-0.313167,0,4
MWH_Runway04_morning_overcast_1_81.png,59693.457031,19.609375,-3.756625,-0.375663,143.970111,0.048280,-8.460217,-0.282007,0,4
MWH_Runway04_morning_overcast_1_82.png,59693.718750,19.871094,-3.900423,-0.390042,145.121825,0.048666,-7.503896,-0.250130,0,4
MWH_Runway04_morning_overcast_1_83.png,59693.980469,20.132812,-4.056210,-0.405621,146.558228,0.049148,-6.311288,-0.210376,0,4
MWH_Runway04_morning_overcast_1_84.png,59694.214844,20.367188,-4.165416,-0.416542,147.775636,0.049556,-5.303502,-0.176783,0,4
MWH_Runway04_morning_overcast_1_85.png,59694.460938,20.613281,-4.256478,-0.425648,149.001258,0.049967,-4.288194,-0.142940,0,4
MWH_Runway04_morning_overcast_1_86.png,59694.722656,20.875000,-4.321757,-0.432176,150.170856,0.050359,-3.322781,-0.110759,0,4
MWH_Runway04_morning_overcast_1_87.png,59694.949219,21.101562,-4.367007,-0.436701,151.419739,0.050778,-2.296136,-0.076538,0,4
MWH_Runway04_morning_overcast_1_88.png,59695.179688,21.332031,-4.390452,-0.439045,152.665038,0.051196,-1.273412,-0.042447,0,4
MWH_Runway04_morning_overcast_1_89.png,59695.437500,21.589844,-4.388920,-0.438892,153.909031,0.051613,-0.254380,-0.008479,0,4
MWH_Runway04_morning_overcast_1_90.png,59695.679688,21.832031,-4.368663,-0.436866,155.207329,0.052048,0.807693,0.026923,0,4
MWH_Runway04_morning_overcast_1_91.png,59695.917969,22.070312,-4.327834,-0.432783,156.443463,0.052463,1.818279,0.060609,0,4
MWH_Runway04_morning_overcast_1_92.png,59696.164062,22.316406,-4.261448,-0.426145,157.724382,0.052892,2.864516,0.095484,0,4
MWH_Runway04_morning_overcast_1_93.png,59696.414062,22.566406,-4.178484,-0.417848,158.901805,0.053287,3.826949,0.127565,0,4
MWH_Runway04_morning_overcast_1_94.png,59696.675781,22.828125,-4.061396,-0.406140,160.252768,0.053740,4.930518,0.164351,0,4
MWH_Runway04_morning_overcast_1_95.png,59696.878906,23.031250,-3.935719,-0.393572,161.417571,0.054131,5.883430,0.196114,0,4
MWH_Runway04_morning_overcast_1_96.png,59697.132812,23.285156,-3.791654,-0.379165,162.583551,0.054522,6.838992,0.227966,0,4
MWH_Runway04_morning_overcast_1_97.png,59697.406250,23.558594,-3.565173,-0.356517,164.157264,0.055049,8.131030,0.271034,0,4
MWH_Runway04_morning_overcast_1_98.png,59697.667969,23.820312,-3.364469,-0.336447,165.378316,0.055459,9.134822,0.304494,0,4
MWH_Runway04_morning_overcast_1_99.png,59697.917969,24.070312,-3.127792,-0.312779,166.656438,0.055887,10.188087,0.339603,0,4
MWH_Runway04_morning_overcast_1_100.png,59698.167969,24.320312,-2.830222,-0.283022,168.117694,0.056377,11.397132,0.379904,0,4
MWH_Runway04_morning_overcast_1_101.png,59698.394531,24.546875,-2.606124,-0.260612,169.131959,0.056718,12.237788,0.407926,0,4
MWH_Runway04_morning_overcast_1_102.png,59698.625000,24.777344,-2.308346,-0.230835,170.398637,0.057142,13.293449,0.443115,0,4
MWH_Runway04_morning_overcast_1_103.png,59698.871094,25.023438,-1.957664,-0.195766,171.765789,0.057601,14.430324,0.481011,0,4
MWH_Runway04_morning_overcast_1_104.png,59699.082031,25.234375,-1.680193,-0.168019,172.772680,0.057939,15.273681,0.509123,0,4
MWH_Runway04_morning_overcast_1_105.png,59699.296875,25.449219,-1.381404,-0.138140,173.790063,0.058280,16.130283,0.537676,0,4
MWH_Runway04_morning_overcast_1_106.png,59699.585938,25.738281,-0.922410,-0.092241,175.254179,0.058771,17.366710,0.578890,0,4
MWH_Runway04_morning_overcast_1_107.png,59699.824219,25.976562,-0.495019,-0.049502,176.534543,0.059200,18.456275,0.615209,0,4
MWH_Runway04_morning_overcast_1_108.png,59700.042969,26.195312,-0.078062,-0.007806,177.708852,0.059594,19.459354,0.648645,0,4
MWH_Runway04_morning_overcast_1_109.png,59700.292969,26.445312,0.393835,0.039383,178.987499,0.060023,20.278796,0.675960,0,4
MWH_Runway04_morning_overcast_1_110.png,59700.558594,26.710938,0.872321,0.087232,180.263663,0.060451,20.428371,0.680946,0,4
MWH_Runway04_morning_overcast_1_111.png,59700.796875,26.949219,1.294394,0.129439,181.383947,0.060826,20.177581,0.672586,0,4
MWH_Runway04_morning_overcast_1_112.png,59701.042969,27.195312,1.813015,0.181301,182.785077,0.061296,19.538905,0.651297,0,4
MWH_Runway04_morning_overcast_1_113.png,59701.289062,27.441406,2.265627,0.226563,184.057097,0.061723,18.772464,0.625749,0,4
MWH_Runway04_morning_overcast_1_114.png,59701.511719,27.664062,2.593128,0.259313,185.027772,0.062048,18.104488,0.603483,0,4
MWH_Runway04_morning_overcast_1_115.png,59701.761719,27.914062,3.011895,0.301189,186.306755,0.062477,17.147384,0.571579,0,4
MWH_Runway04_morning_overcast_1_116.png,59702.019531,28.171875,3.475126,0.347513,187.805164,0.062980,15.945914,0.531530,0,4
MWH_Runway04_morning_overcast_1_117.png,59702.253906,28.406250,3.832213,0.383221,189.049497,0.063397,14.911525,0.497051,0,4
MWH_Runway04_morning_overcast_1_118.png,59702.515625,28.667969,4.155287,0.415529,190.274228,0.063808,13.872855,0.462429,0,4
MWH_Runway04_morning_overcast_1_119.png,59702.750000,28.902344,4.493686,0.449369,191.651796,0.064270,12.693858,0.423129,0,4
MWH_Runway04_morning_overcast_1_120.png,59702.988281,29.140625,4.789597,0.478960,192.941175,0.064702,11.582690,0.386090,0,4
MWH_Runway04_morning_overcast_1_121.png,59703.210938,29.363281,5.025193,0.502519,194.093510,0.065088,10.583217,0.352774,0,4
MWH_Runway04_morning_overcast_1_122.png,59703.445312,29.597656,5.267488,0.526749,195.397300,0.065526,9.452277,0.315076,0,4
MWH_Runway04_morning_overcast_1_123.png,59703.671875,29.824219,5.466886,0.546689,196.593373,0.065927,8.417243,0.280575,0,4
MWH_Runway04_morning_overcast_1_124.png,59703.917969,30.070312,5.648306,0.564831,197.807798,0.066334,7.367538,0.245585,0,4
MWH_Runway04_morning_overcast_1_125.png,59704.164062,30.316406,5.828622,0.582862,199.211350,0.066805,6.154693,0.205156,0,4
MWH_Runway04_morning_overcast_1_126.png,59704.425781,30.578125,5.990157,0.599016,200.687969,0.067300,4.878543,0.162618,0,4
MWH_Runway04_morning_overcast_1_127.png,59704.648438,30.800781,6.095914,0.609591,201.927426,0.067715,3.804240,0.126808,0,4
MWH_Runway04_morning_overcast_1_128.png,59704.917969,31.070312,6.187705,0.618771,203.320336,0.068183,2.600230,0.086674,0,4
MWH_Runway04_morning_overcast_1_129.png,59705.156250,31.308594,6.249721,0.624972,204.727938,0.068655,1.389224,0.046307,0,4
MWH_Runway04_morning_overcast_1_130.png,59705.414062,31.566406,6.279666,0.627967,206.059634,0.069101,0.241096,0.008037,0,4
MWH_Runway04_morning_overcast_1_131.png,59705.679688,31.832031,6.284424,0.628442,207.587215,0.069613,-1.074654,-0.035822,0,4
MWH_Runway04_morning_overcast_1_132.png,59705.917969,32.070312,6.256626,0.625663,209.052966,0.070105,-2.335664,-0.077855,0,4
MWH_Runway04_morning_overcast_1_133.png,59706.167969,32.320312,6.205365,0.620536,210.350424,0.070540,-3.452313,-0.115077,0,4
MWH_Runway04_morning_overcast_1_134.png,59706.394531,32.546875,6.130749,0.613075,211.633525,0.070970,-4.555398,-0.151847,0,4
MWH_Runway04_morning_overcast_1_135.png,59706.644531,32.796875,6.031567,0.603157,212.937460,0.071408,-5.676274,-0.189209,0,4
MWH_Runway04_morning_overcast_1_136.png,59706.867188,33.019531,5.906417,0.590642,214.177082,0.071823,-6.743134,-0.224771,0,4
MWH_Runway04_morning_overcast_1_137.png,59707.109375,33.261719,5.745572,0.574557,215.540138,0.072280,-7.921132,-0.264038,0,4
MWH_Runway04_morning_overcast_1_138.png,59707.363281,33.515625,5.547633,0.554763,216.941483,0.072750,-9.132920,-0.304431,0,4
MWH_Runway04_morning_overcast_1_139.png,59707.632812,33.785156,5.281310,0.528131,218.565407,0.073295,-10.542386,-0.351413,0,4
MWH_Runway04_morning_overcast_1_140.png,59707.890625,34.042969,5.038120,0.503812,219.895811,0.073741,-11.699292,-0.389976,0,4
MWH_Runway04_morning_overcast_1_141.png,59708.164062,34.316406,4.728002,0.472800,221.406568,0.074248,-13.018521,-0.433951,0,4
MWH_Runway04_morning_overcast_1_142.png,59708.406250,34.558594,4.421677,0.442168,222.744550,0.074696,-14.201649,-0.473388,0,4
MWH_Runway04_morning_overcast_1_143.png,59708.648438,34.800781,4.046874,0.404687,224.244945,0.075200,-15.534047,-0.517802,0,4
MWH_Runway04_morning_overcast_1_144.png,59708.886719,35.039062,3.690500,0.369050,225.525373,0.075629,-16.678288,-0.555943,0,4
MWH_Runway04_morning_overcast_1_145.png,59709.101562,35.253906,3.338178,0.333818,226.719760,0.076029,-17.746800,-0.591560,0,4
MWH_Runway04_morning_overcast_1_146.png,59709.339844,35.492188,2.921598,0.292160,228.017082,0.076464,-18.916959,-0.630565,0,4
MWH_Runway04_morning_overcast_1_147.png,59709.558594,35.710938,2.523464,0.252346,229.188207,0.076857,-19.976476,-0.665883,0,4
MWH_Runway04_morning_overcast_1_148.png,59709.832031,35.984375,2.028384,0.202838,230.561414,0.077318,-21.035405,-0.701180,0,4
MWH_Runway04_morning_overcast_1_149.png,59710.085938,36.238281,1.501904,0.150190,231.964975,0.077788,-21.773312,-0.725777,0,4
MWH_Runway04_morning_overcast_1_150.png,59710.316406,36.468750,0.999973,0.099997,233.253933,0.078221,-22.244077,-0.741469,0,4
MWH_Runway04_morning_overcast_1_151.png,59710.574219,36.726562,0.462498,0.046250,234.599118,0.078672,-22.584927,-0.752831,0,4
MWH_Runway04_morning_overcast_1_152.png,59710.816406,36.968750,-0.004633,-0.000463,235.759191,0.079061,-22.796140,-0.759871,0,4
MWH_Runway04_morning_overcast_1_153.png,59711.085938,37.238281,-0.658079,-0.065808,237.386563,0.079606,-22.695248,-0.756508,0,4
MWH_Runway04_morning_overcast_1_154.png,59711.308594,37.460938,-1.096255,-0.109626,238.492891,0.079977,-22.322743,-0.744091,0,4
MWH_Runway04_morning_overcast_1_155.png,59711.535156,37.687500,-1.588832,-0.158883,239.762116,0.080403,-21.693013,-0.723100,0,4
MWH_Runway04_morning_overcast_1_156.png,59711.777344,37.929688,-2.073513,-0.207351,241.053836,0.080836,-20.912183,-0.697073,0,4
MWH_Runway04_morning_overcast_1_157.png,59712.031250,38.183594,-2.580710,-0.258071,242.464025,0.081309,-19.952161,-0.665072,0,4
MWH_Runway04_morning_overcast_1_158.png,59712.269531,38.421875,-3.036661,-0.303666,243.802809,0.081758,-18.973416,-0.632447,0,4
MWH_Runway04_morning_overcast_1_159.png,59712.492188,38.644531,-3.367699,-0.336770,244.820146,0.082099,-18.205273,-0.606842,0,4
MWH_Runway04_morning_overcast_1_160.png,59712.777344,38.929688,-3.869317,-0.386932,246.477147,0.082655,-16.922597,-0.564087,0,4
MWH_Runway04_morning_overcast_1_161.png,59713.019531,39.171875,-4.230246,-0.423025,247.763922,0.083086,-15.911359,-0.530379,0,4
MWH_Runway04_morning_overcast_1_162.png,59713.261719,39.414062,-4.591326,-0.459133,249.117903,0.083541,-14.838254,-0.494608,0,4
MWH_Runway04_morning_overcast_1_163.png,59713.511719,39.664062,-4.941243,-0.494124,250.556824,0.084023,-13.696164,-0.456539,0,4
MWH_Runway04_morning_overcast_1_164.png,59713.730469,39.882812,-5.254552,-0.525455,251.971533,0.084497,-12.569547,-0.418985,0,4
MWH_Runway04_morning_overcast_1_165.png,59713.996094,40.148438,-5.524587,-0.552459,253.325944,0.084952,-11.493977,-0.383133,0,4
MWH_Runway04_morning_overcast_1_166.png,59714.226562,40.378906,-5.792570,-0.579257,254.777990,0.085439,-10.331891,-0.344396,0,4
MWH_Runway04_morning_overcast_1_167.png,59714.464844,40.617188,-5.986884,-0.598688,255.979995,0.085842,-9.375790,-0.312526,0,4
MWH_Runway04_morning_overcast_1_168.png,59714.730469,40.882812,-6.225617,-0.622562,257.652569,0.086403,-8.045220,-0.268174,0,4
MWH_Runway04_morning_overcast_1_169.png,59714.972656,41.125000,-6.371600,-0.637160,258.867623,0.086810,-7.080670,-0.236022,0,4
MWH_Runway04_morning_overcast_1_170.png,59715.214844,41.367188,-6.515028,-0.651503,260.260008,0.087277,-5.973473,-0.199116,0,4
MWH_Runway04_morning_overcast_1_171.png,59715.460938,41.613281,-6.641431,-0.664143,261.755963,0.087779,-4.781892,-0.159396,0,4
MWH_Runway04_morning_overcast_1_172.png,59715.699219,41.851562,-6.730908,-0.673091,263.187066,0.088259,-3.641312,-0.121377,0,4
MWH_Runway04_morning_overcast_1_173.png,59715.925781,42.078125,-6.786557,-0.678656,264.517435,0.088705,-2.579312,-0.085977,0,4
MWH_Runway04_morning_overcast_1_174.png,59716.191406,42.343750,-6.822101,-0.682210,265.893486,0.089166,-1.481717,-0.049391,0,4
MWH_Runway04_morning_overcast_1_175.png,59716.414062,42.566406,-6.830893,-0.683089,267.185362,0.089599,-0.455441,-0.015181,0,4
MWH_Runway04_morning_overcast_1_176.png,59716.652344,42.804688,-6.807035,-0.680704,268.599235,0.090074,0.671882,0.022396,0,4
MWH_Runway04_morning_overcast_1_177.png,59716.902344,43.054688,-6.770108,-0.677011,269.854205,0.090494,1.674052,0.055802,0,4
MWH_Runway04_morning_overcast_1_178.png,59717.148438,43.300781,-6.697583,-0.669758,271.334258,0.090991,2.854118,0.095137,0,4
MWH_Runway04_morning_overcast_1_179.png,59717.371094,43.523438,-6.619584,-0.661958,272.498501,0.091381,3.783759,0.126125,0,4
MWH_Runway04_morning_overcast_1_180.png,59717.644531,43.796875,-6.486276,-0.648628,274.007752,0.091887,4.989642,0.166321,0,4
MWH_Runway04_morning_overcast_1_181.png,59717.894531,44.046875,-6.333869,-0.633387,275.403295,0.092355,6.110988,0.203700,0,4
MWH_Runway04_morning_overcast_1_182.png,59718.125000,44.277344,-6.158033,-0.615803,276.779591,0.092817,7.222732,0.240758,0,4
MWH_Runway04_morning_overcast_1_183.png,59718.343750,44.496094,-5.992498,-0.599250,277.888857,0.093189,8.118961,0.270632,0,4
MWH_Runway04_morning_overcast_1_184.png,59718.636719,44.789062,-5.694055,-0.569406,279.670479,0.093786,9.566104,0.318870,0,4
MWH_Runway04_morning_overcast_1_185.png,59718.871094,45.023438,-5.474402,-0.547440,280.845029,0.094180,10.527427,0.350914,0,4
MWH_Runway04_morning_overcast_1_186.png,59719.105469,45.257812,-5.200614,-0.520061,282.178632,0.094627,11.619277,0.387309,0,4
MWH_Runway04_morning_overcast_1_187.png,59719.328125,45.480469,-4.946144,-0.494614,283.318068,0.095009,12.555961,0.418532,0,4
MWH_Runway04_morning_overcast_1_188.png,59719.582031,45.734375,-4.637949,-0.463795,284.597030,0.095438,13.612907,0.453764,0,4
MWH_Runway04_morning_overcast_1_189.png,59719.808594,45.960938,-4.330668,-0.433067,285.776770,0.095834,14.591163,0.486372,0,4
MWH_Runway04_morning_overcast_1_190.png,59720.078125,46.230469,-3.931243,-0.393124,287.176498,0.096303,15.755855,0.525195,0,4
MWH_Runway04_morning_overcast_1_191.png,59720.316406,46.468750,-3.516939,-0.351694,288.521995,0.096755,16.888480,0.562949,0,4
MWH_Runway04_morning_overcast_1_192.png,59720.554688,46.707031,-3.129516,-0.312952,289.703959,0.097151,17.894855,0.596495,0,4
MWH_Runway04_morning_overcast_1_193.png,59720.773438,46.925781,-2.759769,-0.275977,290.769861,0.097508,18.807002,0.626900,0,4
MWH_Runway04_morning_overcast_1_194.png,59721.031250,47.183594,-2.284531,-0.228453,292.077351,0.097947,19.931503,0.664383,0,4
MWH_Runway04_morning_overcast_1_195.png,59721.296875,47.449219,-1.764454,-0.176445,293.436253,0.098402,20.923766,0.697459,0,4
MWH_Runway04_morning_overcast_1_196.png,59721.539062,47.691406,-1.235676,-0.123568,294.762934,0.098847,21.517898,0.717263,0,4
MWH_Runway04_morning_overcast_1_197.png,59721.789062,47.941406,-0.740929,-0.074093,295.976243,0.099254,21.854669,0.728489,0,4
